UUID,Category,Sub category,Elementary flowname,Unit,resources - fossil fuels,resources - mineral extraction
bc153c00-6c93-412f-aadc-750f2fc6f9c7,resource,in ground,"Silver, 0.01% in crude ore, in ground",kg,0,0
14946240-b1ee-412c-b900-ed5728a4e684,resource,in ground,"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",kg,0,0
610786c8-148b-4331-b238-cb474531d182,resource,unspecified,"Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore, in ground",kg,0,0
d02343bd-b00d-4fb3-9bda-2e8183f3b012,resource,in ground,"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",kg,0,0
e5938101-6014-4f25-8bad-ae7500f8b396,resource,unspecified,"Silver, Ag 2.1E-4%, Au 2.1E-4%, in ore, in ground",kg,0,0
d76320f7-6761-4864-92a6-660fa3453ffa,resource,in ground,"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",kg,0,0
ce00f777-5060-4ef6-9eee-3a593845d620,resource,unspecified,"Silver, Ag 4.2E-3%, Au 1.1E-4%, in ore, in ground",kg,0,0
6f70e7c7-ef61-4489-b4f3-157e7e8541ef,resource,in ground,"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",kg,0,0
71f9788c-4f3c-4189-9fae-a392dda4cb39,resource,unspecified,"Silver, Ag 4.6E-5%, Au 1.3E-4%, in ore, in ground",kg,0,0
cfaa80f4-8e19-4fd6-942a-eaea14812896,resource,in ground,"Silver, Ag 9.7E-4%, Au 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground",kg,0,0
73c8ddf6-2d56-4def-9ac5-9a5d7d856a5c,resource,unspecified,"Silver, Ag 9.7E-4%, Au 9.7E-4%, Zn 0.63%, Cu 0.38%, Pb 0.014%, in ore, in ground",kg,0,0
172ab2d8-6556-11dd-ad8b-0800200c9a66,resource,in ground,"Silver, ion",kg,0,0
85d55b80-85fc-11e0-9d78-0800200c9a66,resource,in ground,"Slate, in ground",kg,0,0
9ef0643e-cbd1-4f70-9862-cbab9fa239eb,resource,in ground,"Sodium bromide, in ground",kg,0,0
4d81f2d8-1e44-44d0-8439-a1121c8bce27,resource,in ground,sodium carbonate,kg,0,0
0b9159dd-305d-4add-802f-f7b780ed0289,resource,in ground,"Sodium chloride, in ground",kg,0,0
a2a4f255-ad47-4cf8-b6a9-e10885d61407,resource,in ground,"Sodium nitrate, in ground",kg,0,0
5bbcdc6d-b1a7-4b63-b625-76060c767de7,resource,in ground,"Sodium sulphate, various forms, in ground",kg,0,0
bb2c690e-159d-4f13-ae03-8d69a67f9cc1,resource,in ground,soft wood (dry matter),kg,0,0
172b2805-6556-11dd-ad8b-0800200c9a66,resource,in ground,Soil,kg,0,0
5324b57a-96f1-4dc3-9dc5-544881960f4f,resource,in ground,"Spodumene, in ground",kg,0,0
3e0034cd-21d6-4582-9fbf-09c26edd05df,resource,in ground,"Stibnite, in ground",kg,0,0
033f8342-fd62-405e-a512-3fa8619e6ded,resource,in ground,stone,kg,0,0
1f30d646-6556-11dd-ad8b-0800200c9a66,resource,in ground,Sulfate,kg,0,0
1f30fd77-6556-11dd-ad8b-0800200c9a66,resource,in ground,Sulfur,kg,0,0
852281f6-db73-4250-84d3-86b569fce0c1,resource,in ground,"Sulfur, in ground",kg,0,0
d80610f2-df83-4e2a-9dc3-f74fced6577f,resource,in ground,"Sylvite, 25 % in sylvinite, in ground",kg,0,0
bc97531c-12d8-4113-bcb2-663a47d12d0f,resource,in ground,"Talc, in ground",kg,0,0
daea7dff-7a8a-447a-b205-f358deddadb9,resource,in ground,tantalum,kg,0,0
5f1d740e-804d-4080-8ef9-aeaa0d8e1115,resource,in ground,"Tantalum, 81.9% in tantalite, 1.6E-4% in crude ore, in ground",kg,0,0
a8f1d01e-db87-449a-83e8-8b9b3bec8d5f,resource,in ground,Tellurium,kg,0,0
7a81cd45-7f4c-40b3-989c-6a65f42df999,resource,in ground,"Tellurium, 0.5ppm in sulfide, Te 0.2ppm, Cu and Ag, in crude ore, in ground",kg,0,0
fc186b07-9955-469d-8e48-e3363b90d98d,resource,in ground,terbium,kg,0,0
a492433d-dcdf-4da7-a6af-8cd8c52209bd,resource,in ground,thulium,kg,0,0
29068976-6556-11dd-ad8b-0800200c9a66,resource,in ground,Tin,kg,0,20.202
17dfe28e-1351-4223-9329-819c1ba6904e,resource,unspecified,Tin,kg,0,20.202
31b4eea9-640e-4056-ac2f-0555627af18a,resource,in ground,"Tin, 79% in cassiterite, 0.1% in crude ore, in ground",kg,0,20.202
f4896d79-6c8f-3118-92e7-f8759cfb1ee8,resource,in ground,"TiO2, 45-60% in Ilmenite,  in ground",kg,0,0
78cd4852-e7b9-4301-adf7-51e730b0356a,resource,in ground,"TiO2, 54% in ilmenite, 2.6% in crude ore, in ground",kg,0,0
ec0fa5ce-51b4-4792-a8e8-c4ee668eddc3,resource,in ground,"TiO2, 95% in rutile, 0.40% in crude ore, in ground",kg,0,0
2906898f-6556-11dd-ad8b-0800200c9a66,resource,in ground,Titanium,kg,0,0
e065a623-b1a7-4013-93ec-304934aa65f7,resource,in ground,Titanium ore,kg,0,0
f05cca02-ec18-4acc-9939-59658ff9a554,resource,land,"Transformation, from arable",m2,0,0
44359d15-59d8-44be-a256-68e4aeabe192,resource,unspecified,"Transformation, from arable",m2,0,0
4b420f19-0421-461e-a0b6-7efbf580089b,resource,land,"Transformation, from arable, non-irrigated",m2,0,0
ff6c4aa2-6baf-4ef2-82d4-14fadaf6b060,resource,unspecified,"Transformation, from arable, non-irrigated",m2,0,0
c7869c43-266c-429d-bfd5-6b578ed32ce8,resource,land,"Transformation, from arable, non-irrigated, diverse-intensive",m2,0,0
93c1f160-9027-469e-bbb3-32f2ca951759,resource,unspecified,"Transformation, from arable, non-irrigated, diverse-intensive",m2,0,0
4da2ea28-8273-4901-9931-264169ec7731,resource,land,"Transformation, from arable, non-irrigated, fallow",m2,0,0
e4d65952-4845-473f-bdc8-fb40c20ac3a4,resource,unspecified,"Transformation, from arable, non-irrigated, fallow",m2,0,0
ab3e851e-21c9-47cf-8e7d-5f96dfae3ba5,resource,land,"Transformation, from arable, non-irrigated, monotone-intensive",m2,0,0
822b9d39-087b-44c5-aff9-602b748294d8,resource,unspecified,"Transformation, from arable, non-irrigated, monotone-intensive",m2,0,0
5eb25424-acb6-4ffa-a96a-5fdef05f6515,resource,land,"Transformation, from dump site",m2,0,0
2dace710-44ce-4074-9617-65a5f2c1a3ee,resource,unspecified,"Transformation, from dump site",m2,0,0
902b828c-5b1f-4a1b-ad0f-d795eaaf067c,resource,land,"Transformation, from dump site, benthos",m2,0,0
9278dfef-7744-438f-865a-8c264c9de8cb,resource,unspecified,"Transformation, from dump site, benthos",m2,0,0
c1513682-45ad-444e-afb5-27c660714e88,resource,land,"Transformation, from dump site, inert material landfill",m2,0,0
9f10b83a-5b75-48dd-a103-2d27a2c8a6cb,resource,unspecified,"Transformation, from dump site, inert material landfill",m2,0,0
7fdc928c-f347-45e7-82d7-046acdf878ae,resource,land,"Transformation, from dump site, residual material landfill",m2,0,0
de48749a-85cb-4307-8a2b-c9d5830d0bae,resource,unspecified,"Transformation, from dump site, residual material landfill",m2,0,0
b79e26a0-88db-441f-b79b-508506e81b93,resource,land,"Transformation, from dump site, sanitary landfill",m2,0,0
032542d3-7078-4f85-bd95-75fdac9268d2,resource,unspecified,"Transformation, from dump site, sanitary landfill",m2,0,0
7d5b5802-3698-4be8-98f8-ab7c1a2e9328,resource,land,"Transformation, from dump site, slag compartment",m2,0,0
0d7c280e-9f07-48b7-bf01-5cfd0d475e1c,resource,unspecified,"Transformation, from dump site, slag compartment",m2,0,0
0930b6b8-d9c6-4462-966f-ac7495b63bed,resource,land,"Transformation, from forest",m2,0,0
99801a43-d476-4055-8d97-fb7c4ae173d4,resource,unspecified,"Transformation, from forest",m2,0,0
38921804-39ac-4a71-b675-2d092357fe0d,resource,land,"Transformation, from forest, extensive",m2,0,0
7f401bdd-4116-48ad-b217-013fd904d323,resource,unspecified,"Transformation, from forest, extensive",m2,0,0
8d9f20e9-38f2-4a25-bb19-9da1e323fda4,resource,land,"Transformation, from forest, intensive",m2,0,0
aa6a298f-893f-449d-8573-39f32fd43fe5,resource,unspecified,"Transformation, from forest, intensive",m2,0,0
8c920eda-3eee-4782-ace6-c706fb363b88,resource,land,"Transformation, from forest, intensive, clear-cutting",m2,0,0
0e1c3d27-fb97-457a-a5d0-a324e7043402,resource,unspecified,"Transformation, from forest, intensive, clear-cutting",m2,0,0
e717f3cc-ac70-4c9b-be56-1614239b917e,resource,land,"Transformation, from forest, intensive, normal",m2,0,0
8b03ce87-7aec-4106-8f9f-752c6174fda3,resource,unspecified,"Transformation, from forest, intensive, normal",m2,0,0
99f1deff-a149-49bf-b1fd-95f7ff7d1331,resource,land,"Transformation, from forest, intensive, short-cycle",m2,0,0
3f9dea81-3fba-46b9-83d5-23ffd5bae744,resource,unspecified,"Transformation, from forest, intensive, short-cycle",m2,0,0
2e002771-9f22-43e3-9990-f06f8235700b,resource,land,"Transformation, from heterogeneous, agricultural",m2,0,0
07d4460c-ae27-4717-9db9-9e0b1ea12dd5,resource,unspecified,"Transformation, from heterogeneous, agricultural",m2,0,0
0331d547-57ea-4ec6-a746-3ab289c3626a,resource,land,"Transformation, from industrial area",m2,0,0
4e48b83e-af69-429f-8941-2332e7ddc62a,resource,unspecified,"Transformation, from industrial area",m2,0,0
bbcdd18c-4d16-4c28-b031-d988884030a7,resource,land,"Transformation, from industrial area, benthos",m2,0,0
b93fac73-b3b1-4825-b1db-c129d404d3f3,resource,unspecified,"Transformation, from industrial area, benthos",m2,0,0
b6dcefd8-3848-4338-9c3e-fe6e91f20937,resource,land,"Transformation, from industrial area, built up",m2,0,0
12be05aa-48ad-49a8-a864-7a51ba56075b,resource,unspecified,"Transformation, from industrial area, built up",m2,0,0
f9795c43-391d-4e31-a4ce-bee8259adb03,resource,land,"Transformation, from industrial area, vegetation",m2,0,0
fa815715-eeb2-4cfc-b006-0e5877bd5932,resource,unspecified,"Transformation, from industrial area, vegetation",m2,0,0
64d99cb5-3b4f-4195-b86f-c5f45b4dcd19,resource,land,"Transformation, from mineral extraction site",m2,0,0
220b9a7a-1ced-462b-b645-e80253e189ee,resource,unspecified,"Transformation, from mineral extraction site",m2,0,0
2c126bcc-bb63-4d63-bd72-f02a1e616809,resource,land,"Transformation, from pasture and meadow",m2,0,0
54d144f3-a534-429d-bdd6-f3d8448ab4cc,resource,unspecified,"Transformation, from pasture and meadow",m2,0,0
82f2476e-988b-4d7a-bde6-5da9337d1f65,resource,land,"Transformation, from pasture and meadow, extensive",m2,0,0
a95a3a9d-8426-4bca-bc3c-05044865f3b9,resource,unspecified,"Transformation, from pasture and meadow, extensive",m2,0,0
592bf69f-8551-4611-8942-4620be0adabe,resource,land,"Transformation, from pasture and meadow, intensive",m2,0,0
7de6ab99-8e96-4b7b-ae4b-861200c73843,resource,unspecified,"Transformation, from pasture and meadow, intensive",m2,0,0
fcb77a5a-6882-4aeb-82a9-ba57688d2224,resource,land,"Transformation, from permanent crop",m2,0,0
69d8569b-a90e-4bf5-8a5d-e8d0c59068cc,resource,unspecified,"Transformation, from permanent crop",m2,0,0
73cba245-5969-4076-8490-75a236073196,resource,land,"Transformation, from permanent crop, fruit",m2,0,0
4fe8d4ab-fdd1-4316-8065-deb1edb04e39,resource,unspecified,"Transformation, from permanent crop, fruit",m2,0,0
d0394db1-a1cd-4026-bf50-dd5e47331572,resource,land,"Transformation, from permanent crop, fruit, extensive",m2,0,0
fe91efc5-25ce-4316-b0d1-43173a755777,resource,unspecified,"Transformation, from permanent crop, fruit, extensive",m2,0,0
d585d599-05f1-47ff-8c41-790f51830b9b,resource,land,"Transformation, from permanent crop, fruit, intensive",m2,0,0
9af35f20-e8f1-4e39-8241-f3e76741dc78,resource,unspecified,"Transformation, from permanent crop, fruit, intensive",m2,0,0
31e4e26b-a997-4969-963d-243699aca3a8,resource,land,"Transformation, from permanent crop, vine",m2,0,0
f84b2b33-df49-45d4-8949-d5ab8b800656,resource,unspecified,"Transformation, from permanent crop, vine",m2,0,0
af41f691-3a3e-47a3-9e45-3b4d78469ae0,resource,land,"Transformation, from permanent crop, vine, extensive",m2,0,0
63735d98-57b0-429c-8267-40a5f1da06b1,resource,unspecified,"Transformation, from permanent crop, vine, extensive",m2,0,0
fa288b80-6ef1-4e80-b534-5c2e5c492fd8,resource,land,"Transformation, from permanent crop, vine, intensive",m2,0,0
11700b93-5c22-4714-a468-0859f6b46b17,resource,unspecified,"Transformation, from permanent crop, vine, intensive",m2,0,0
928ba839-d6e5-4d1e-b5fd-122998a9bbe2,resource,land,"Transformation, from sea and ocean",m2,0,0
e15786b4-0445-4a67-8e9f-cb7b3e349935,resource,unspecified,"Transformation, from sea and ocean",m2,0,0
17a5a406-333f-4b9e-8852-c2de50bc9585,resource,land,"Transformation, from shrub land, sclerophyllous",m2,0,0
df1c10b2-021a-4db8-af05-267ceee43385,resource,unspecified,"Transformation, from shrub land, sclerophyllous",m2,0,0
975ae6bf-9a02-4d6f-af7e-8f1253842fed,resource,land,"Transformation, from traffic area, rail embankment",m2,0,0
20bfd418-5b2e-4c9c-ae57-cf7ebd573c2a,resource,unspecified,"Transformation, from traffic area, rail embankment",m2,0,0
a99a8eaf-2f2c-42c6-b6ce-d5686a9ca249,resource,land,"Transformation, from traffic area, rail network",m2,0,0
3aa37a9b-98ad-42b0-b7c9-bf472c9a2aa3,resource,unspecified,"Transformation, from traffic area, rail network",m2,0,0
46b8b2fd-eb2a-413d-bc39-e7dc18a420ef,resource,land,"Transformation, from traffic area, road embankment",m2,0,0
1d678d0d-fe42-429b-9aa9-d30127b0ca9c,resource,unspecified,"Transformation, from traffic area, road embankment",m2,0,0
00907a61-b501-4f47-b688-1dc2b51d48c1,resource,land,"Transformation, from traffic area, road network",m2,0,0
d50fbe3f-b265-4fde-bf05-4156fe27b0a3,resource,unspecified,"Transformation, from traffic area, road network",m2,0,0
e71f95a5-fd82-4128-9fd1-be3f0e85d0fc,resource,land,"Transformation, from tropical rain forest",m2,0,0
fbe76292-b1ff-4efe-8ac6-3a36c4f3c900,resource,unspecified,"Transformation, from tropical rain forest",m2,0,0
29630a65-f38c-48a5-9744-c0121f586640,resource,land,"Transformation, from unknown",m2,0,0
399f4fd0-8fd8-4a22-82ee-c7f3b6a3d22a,resource,unspecified,"Transformation, from unknown",m2,0,0
a8e39acd-6e7f-4d43-973b-37e6b7c00037,resource,land,"Transformation, from urban, continuously built",m2,0,0
14a00c9f-9976-44fd-aa01-e8bba2835841,resource,unspecified,"Transformation, from urban, continuously built",m2,0,0
ba94eeb5-4b68-4848-a86e-71a9f3b70a4c,resource,land,"Transformation, from urban, discontinuously built",m2,0,0
1e033b47-5e2f-4fd4-acc3-df3e2e3e56a5,resource,unspecified,"Transformation, from urban, discontinuously built",m2,0,0
9c08496f-7895-44f9-8686-fe3154392da4,resource,land,"Transformation, from water bodies, artificial",m2,0,0
34f9fc3a-0406-4a90-b85f-7df531350944,resource,unspecified,"Transformation, from water bodies, artificial",m2,0,0
631d9552-1190-4edf-abc9-319139c90bd4,resource,land,"Transformation, from water courses, artificial",m2,0,0
cbdd7871-f1a9-46ca-bd95-5863d459d34a,resource,unspecified,"Transformation, from water courses, artificial",m2,0,0
c3f83a91-4888-41a4-add9-fd01678a1e5f,resource,land,"Transformation, to arable",m2,0,0
7411975d-4167-467f-b36d-89eb1e83eeac,resource,unspecified,"Transformation, to arable",m2,0,0
e97b784a-ec09-4b1b-9f14-cc0ce9799c9e,resource,land,"Transformation, to arable, non-irrigated",m2,0,0
19f7928a-99ea-4206-b957-f06834edeb1b,resource,unspecified,"Transformation, to arable, non-irrigated",m2,0,0
91a067cc-543a-4d73-a0c0-feb1f8935756,resource,land,"Transformation, to arable, non-irrigated, diverse-intensive",m2,0,0
9497544b-a783-486e-a029-1f042de08741,resource,unspecified,"Transformation, to arable, non-irrigated, diverse-intensive",m2,0,0
54b82481-32a3-4e82-bac7-1df475dbc80c,resource,land,"Transformation, to arable, non-irrigated, fallow",m2,0,0
9348a45e-047c-4f05-9794-648e9b9dae33,resource,unspecified,"Transformation, to arable, non-irrigated, fallow",m2,0,0
2e52cbfa-94d7-432b-892f-431daa71a6ef,resource,land,"Transformation, to arable, non-irrigated, monotone-intensive",m2,0,0
d1707523-ac5e-4145-9676-386da2a30a7c,resource,unspecified,"Transformation, to arable, non-irrigated, monotone-intensive",m2,0,0
451e6159-6db9-430a-82c6-2452d120431a,resource,unspecified,"Transformation, to arable, organic",m2,0,0
90a5a447-af6f-421a-8201-011f07ad1150,resource,land,"Transformation, to dump site",m2,0,0
3abec56e-98ea-44d2-b91d-7ae9bcd2141d,resource,unspecified,"Transformation, to dump site",m2,0,0
9b5b8c40-38fe-42fb-8130-56c15e485fd0,resource,land,"Transformation, to dump site, benthos",m2,0,0
92138f4d-5e83-41fb-a202-6d59c36d5231,resource,unspecified,"Transformation, to dump site, benthos",m2,0,0
d10b390c-9d0c-4f59-b31d-3d0d70e77a35,resource,land,"Transformation, to dump site, inert material landfill",m2,0,0
267ca4fd-2526-451e-86e0-796318d509b6,resource,unspecified,"Transformation, to dump site, inert material landfill",m2,0,0
8f5c8cb3-dccd-45da-9f1f-d1c61cd789c3,resource,land,"Transformation, to dump site, residual material landfill",m2,0,0
c8c9bc86-8649-4637-a435-c2b52d5e1ddf,resource,unspecified,"Transformation, to dump site, residual material landfill",m2,0,0
1a568858-efa8-4c2a-b46e-82b6e66b6072,resource,land,"Transformation, to dump site, sanitary landfill",m2,0,0
5cf68994-cf11-4e37-9834-1f0e1c382fa5,resource,unspecified,"Transformation, to dump site, sanitary landfill",m2,0,0
d73b27a2-81bd-4264-baa5-ce4aca3545be,resource,land,"Transformation, to dump site, slag compartment",m2,0,0
60fbcca2-15a2-4791-ab89-09921211487f,resource,unspecified,"Transformation, to dump site, slag compartment",m2,0,0
bba9f623-5919-4ef3-b98d-c94af1553179,resource,land,"Transformation, to forest",m2,0,0
9be62afc-89f5-4c81-86b0-e3fec4dbd311,resource,unspecified,"Transformation, to forest",m2,0,0
dae78878-37f4-4012-a9ea-62a0e9bb6720,resource,land,"Transformation, to forest, extensive",m2,0,0
3abea18f-cd91-4106-b23d-093c49427525,resource,unspecified,"Transformation, to forest, extensive",m2,0,0
d264f35c-7f48-47d8-885b-057bdafa04a3,resource,land,"Transformation, to forest, intensive",m2,0,0
c16d78c6-a944-4bfa-8e7a-b292b5b49d2e,resource,unspecified,"Transformation, to forest, intensive",m2,0,0
cdbfd224-21fe-457e-a47d-26a525965051,resource,land,"Transformation, to forest, intensive, clear-cutting",m2,0,0
0cab58d3-f449-48d4-94bd-ec09d19736d6,resource,unspecified,"Transformation, to forest, intensive, clear-cutting",m2,0,0
994d61de-fbb0-4187-a4d4-b11c3c2b9102,resource,land,"Transformation, to forest, intensive, normal",m2,0,0
43c326df-fae0-4e31-a1f2-5a9dcf3f2244,resource,unspecified,"Transformation, to forest, intensive, normal",m2,0,0
3573b5ab-5158-4048-a364-aad9e706acb4,resource,land,"Transformation, to forest, intensive, short-cycle",m2,0,0
0775d4c9-2c91-4a0d-a4a7-1c6b96e47ea4,resource,unspecified,"Transformation, to forest, intensive, short-cycle",m2,0,0
fdda4f8e-b620-4df6-92a9-101a251d2f42,resource,land,"Transformation, to heterogeneous, agricultural",m2,0,0
9607e93d-3572-461f-bb2c-8597cc23bab0,resource,unspecified,"Transformation, to heterogeneous, agricultural",m2,0,0
8a00b5c3-2465-4520-9f43-22a64c846b6c,resource,land,"Transformation, to industrial area",m2,0,0
b5d37ef1-0d36-4c00-8a38-54bbdc5e1eda,resource,unspecified,"Transformation, to industrial area",m2,0,0
c7d2cf2d-0d21-45f7-9769-b07f3e53b76a,resource,land,"Transformation, to industrial area, benthos",m2,0,0
e6dd1a4b-0a12-4b46-9245-6ec9b63c8255,resource,unspecified,"Transformation, to industrial area, benthos",m2,0,0
4624deff-2016-41d4-b2bf-3db8dab88779,resource,land,"Transformation, to industrial area, built up",m2,0,0
c24fe83a-3170-49a3-ab67-279d34b8d920,resource,unspecified,"Transformation, to industrial area, built up",m2,0,0
6f2f97dc-2aeb-482c-a20a-9747f0746898,resource,land,"Transformation, to industrial area, vegetation",m2,0,0
d998622b-6ec3-4082-80b9-22205251fb03,resource,unspecified,"Transformation, to industrial area, vegetation",m2,0,0
626915e9-2424-4059-8b6a-fae47161acdf,resource,land,"Transformation, to mineral extraction site",m2,0,0
c3eff967-20d8-4bcd-bd26-2dc2592a37b9,resource,unspecified,"Transformation, to mineral extraction site",m2,0,0
7a16b680-6d9a-4db3-a23e-0ec64aca5995,resource,land,"Transformation, to pasture and meadow",m2,0,0
c8b1dd70-8a13-47c2-bbcf-b075a720de7f,resource,unspecified,"Transformation, to pasture and meadow",m2,0,0
7464da86-f239-4bef-a778-04d5818bb956,resource,land,"Transformation, to pasture and meadow, extensive",m2,0,0
3dd58a37-be28-49d0-b685-9282619d86f4,resource,unspecified,"Transformation, to pasture and meadow, extensive",m2,0,0
ec242c43-095c-4b42-8907-e0f13573f0a4,resource,land,"Transformation, to pasture and meadow, intensive",m2,0,0
45698560-88a6-41b7-bc82-2037b6b1e005,resource,unspecified,"Transformation, to pasture and meadow, intensive",m2,0,0
84912057-3cde-4a28-baac-6395a42b9df3,resource,unspecified,"Transformation, to pasture and meadow, organic",m2,0,0
6e02ccfc-9eb5-4a51-be9a-870c1087c833,resource,land,"Transformation, to permanent crop",m2,0,0
bc55a5b7-5a07-4ba7-87af-6f374d79ef06,resource,unspecified,"Transformation, to permanent crop",m2,0,0
a487b7db-318a-46ff-8e52-2837fab777ad,resource,land,"Transformation, to permanent crop, fruit",m2,0,0
ecdb040b-aae3-495b-804c-e6b3d6f687ff,resource,unspecified,"Transformation, to permanent crop, fruit",m2,0,0
59df4945-6ee2-4ea6-9ef7-36c4f4b478f6,resource,land,"Transformation, to permanent crop, fruit, extensive",m2,0,0
db6f90ef-27fc-41a8-a541-07efdce1fab5,resource,unspecified,"Transformation, to permanent crop, fruit, extensive",m2,0,0
93ac2969-a4e9-49b5-8b97-5cbc6b9b2601,resource,land,"Transformation, to permanent crop, fruit, intensive",m2,0,0
07a366fe-1c9e-4651-ad1a-1da666316417,resource,unspecified,"Transformation, to permanent crop, fruit, intensive",m2,0,0
3f8e24d7-3d44-4a47-870f-9e3e74decca4,resource,land,"Transformation, to permanent crop, vine",m2,0,0
975543fa-3eed-4b0c-b87b-50f26630fe89,resource,unspecified,"Transformation, to permanent crop, vine",m2,0,0
2cb441cd-8d2e-4e5c-a208-48c4fa005c41,resource,land,"Transformation, to permanent crop, vine, extensive",m2,0,0
ea3bc981-8a35-40e1-82bd-33a12820f98c,resource,unspecified,"Transformation, to permanent crop, vine, extensive",m2,0,0
aa784c1b-0d0b-4c69-b631-b045d6ee61af,resource,land,"Transformation, to permanent crop, vine, intensive",m2,0,0
ef4e5109-025b-4786-860e-9dcc2db701a0,resource,unspecified,"Transformation, to permanent crop, vine, intensive",m2,0,0
ebb16be1-8db3-42a2-8123-418787422cfe,resource,land,"Transformation, to sea and ocean",m2,0,0
65b5162f-5ca9-4721-91cf-00a929960222,resource,unspecified,"Transformation, to sea and ocean",m2,0,0
9089d7ad-09b1-4174-a188-8844ebde2d5d,resource,land,"Transformation, to shrub land, sclerophyllous",m2,0,0
258ade11-47cc-48fd-b49f-767a2f123cd6,resource,unspecified,"Transformation, to shrub land, sclerophyllous",m2,0,0
48f50b54-6156-418c-b4be-d14558be12c8,resource,land,"Transformation, to traffic area, rail embankment",m2,0,0
826a2a83-e704-48f5-87c4-211cb869cc73,resource,unspecified,"Transformation, to traffic area, rail embankment",m2,0,0
0abf9db7-b5a2-4c18-8ec6-aca3a7fb5579,resource,land,"Transformation, to traffic area, rail network",m2,0,0
cffc8ff1-63bd-40d8-8b91-13cbee6457b3,resource,unspecified,"Transformation, to traffic area, rail network",m2,0,0
a97a1cec-673d-448a-b3ba-8ea16fe44973,resource,land,"Transformation, to traffic area, rail/road embankment",m2,0,0
04eb0695-e67b-46e5-9516-da6bde119822,resource,land,"Transformation, to traffic area, road embankment",m2,0,0
565414ae-fff7-4f41-9668-a5a7d12874a9,resource,unspecified,"Transformation, to traffic area, road embankment",m2,0,0
a42347d2-09f1-405e-95dd-bf6ac03765d8,resource,land,"Transformation, to traffic area, road network",m2,0,0
0ee752cd-5b6b-458d-b660-3e45a6798413,resource,unspecified,"Transformation, to traffic area, road network",m2,0,0
88e8456c-dc23-4bb4-aed5-a4186a2fbf77,resource,land,"Transformation, to tropical rain forest",m2,0,0
e3c1224d-1958-4fbb-b0e3-91943e5975c7,resource,unspecified,"Transformation, to tropical rain forest",m2,0,0
512a5356-8059-4772-a43f-42e3c4f3d299,resource,land,"Transformation, to unknown",m2,0,0
2299398e-0846-4290-bcab-09bda2e61ee3,resource,unspecified,"Transformation, to unknown",m2,0,0
66f25f1d-1898-4827-bcbb-ca82f15c4d02,resource,land,"Transformation, to urban, continuously built",m2,0,0
1ba33265-7100-47b7-b9ed-1f1a74fbb141,resource,unspecified,"Transformation, to urban, continuously built",m2,0,0
55beee8d-d04e-4307-bb0e-4e113dc07ee7,resource,land,"Transformation, to urban, discontinuously built",m2,0,0
366ece56-e09c-4acd-b615-aaedd9bbe777,resource,unspecified,"Transformation, to urban, discontinuously built",m2,0,0
84b65d8f-2edd-4ddd-8f68-ca28d1c681b0,resource,land,"Transformation, to water bodies, artificial",m2,0,0
426e316e-db90-40ec-9f45-fa08e6db160c,resource,unspecified,"Transformation, to water bodies, artificial",m2,0,0
090e9aa9-a9a9-4878-9634-3ad0ba7fbc91,resource,land,"Transformation, to water courses, artificial",m2,0,0
7e2b64d5-3c75-4adf-88a6-d54b4bb46d3c,resource,unspecified,"Transformation, to water courses, artificial",m2,0,0
1abf3fe9-5261-4a0a-9f0b-7a9027d73f34,resource,in ground,"Trona, in ground",kg,0,0
d0696f95-6cb3-453b-b849-c99ba9c90c28,resource,in ground,"Ulexite, in ground",kg,0,0
5ca12a7c-cfc9-4de9-a083-2e5abea93e7e,resource,in ground,Underground extracted ore,kg,0,0
bb870269-e5f8-4a3c-964d-59aed4b03670,resource,in ground,Underground Mine Ore,kg,0,0
3e4d2966-6556-11dd-ad8b-0800200c9a66,resource,in ground,Uranium,kWh,0,0
ed65c408-2351-4f62-8430-dcd2f62ab70e,resource,unspecified,Uranium,kg,0,0
6b78c48f-bacf-4597-ac6d-ec7d6a0c4411,resource,in ground,"Uranium oxide (U3O8), 332 GJ per kg, in ore",kg,0,0
7ae3bfc2-8532-11e0-9d78-0800200c9a66,resource,in ground,"Uranium, 2291 GJ per kg, in ground",kg,0,0
2ba5e39b-adb6-4767-a51d-90c1cf32fe98,resource,in ground,"Uranium, in ground",kg,0,0
14204a64-9301-4056-b2ec-3f2362071f3c,resource,in ground,Vanadium,kg,0,0
bea19217-6a28-4711-8142-2e71090c0b46,resource,in ground,"Vermiculite, in ground",kg,0,0
f6df5030-8e06-4276-bfeb-219db8dab104,resource,in ground,"Volume occupied, final repository for low-active radioactive waste",m3,0,0
adb4b590-7fb2-47b6-84e7-d4746a94c7b5,resource,in ground,"Volume occupied, final repository for radioactive waste",m3,0,0
9a9d71c7-79f7-42d0-af47-282d22a7cf07,resource,in water,"Volume occupied, reservoir",m3*a,0,0
8bd1295e-4af1-4177-88a2-6f56ac8e4546,resource,in ground,"Volume occupied, underground deposit",m3,0,0
3e4d9e9e-6556-11dd-ad8b-0800200c9a66,resource,in water,Water,kg,0,0
